ROW ID,STATUS,ZONE,ODD_EVEN,ADDRESS RANGE - LOW,ADDRESS RANGE - HIGH,STREET DIRECTION,STREET NAME,STREET TYPE,SECOND STREET DIRECTION,BUFFER,WARD - LOW,WARD - HIGH
7568,ACTIVE,1576,E,5300,5398,W,GEORGE,ST,,N,31.0,31.0
12541,ACTIVE,2252,E,1700,1748,N,TRIPP,AVE,,N,26.0,26.0
12542,ACTIVE,2252,O,1709,1749,N,TRIPP,AVE,,N,26.0,26.0
2320,ACTIVE,82,E,3032,3054,W,NORTH,AVE,,Y,26.0,26.0
3499,ACTIVE,1355,E,2700,2798,W,IOWA,ST,,N,26.0,26.0
7378,ACTIVE,383,O,3701,3799,N,SOUTHPORT,AVE,,Y,44.0,44.0
720,ACTIVE,383,E,900,998,W,SHERIDAN,RD,,N,46.0,49.0
575,ACTIVE,475,O,3701,3703,W,76TH,ST,,N,18.0,18.0
1451,ACTIVE,353,E,7900,7948,S,GREENWOOD,AVE,,N,8.0,8.0
228,ACTIVE,135,O,8201,8243,S,CHAPPEL,AVE,,N,8.0,8.0
7575,ACTIVE,62,O,2011,2031,W,WILSON,AVE,,N,47.0,47.0
878,ACTIVE,67,E,8324,8362,W,BALMORAL,AVE,,N,41.0,41.0
13505,ACTIVE,2366,E,4500,4558,S,MOZART,ST,,N,15.0,15.0
2269,RESCINDED,29,O,5339,5361,S,MEADE,AVE,,N,23.0,23.0
5007,ACTIVE,12,O,9801,9853,S,WALDEN,PKWY,,N,19.0,19.0
4181,ACTIVE,143,O,2201,2253,N,BURLING,ST,,N,43.0,43.0
4908,ACTIVE,1456,O,9901,9999,S,DAMEN,AVE,,N,19.0,19.0
5280,ACTIVE,528,O,9401,9443,S,LA SALLE,ST,,N,21.0,21.0
109,ACTIVE,56,E,1218,1264,W,COLUMBIA,AVE,,N,49.0,49.0
1483,ACTIVE,101,E,5440,5550,W,CATALPA,AVE,,N,45.0,45.0
7159,ACTIVE,109,E,2300,2332,S,SEELEY,AVE,,N,25.0,25.0
12543,ACTIVE,2254,E,1900,1924,N,SPRINGFIELD,AVE,,N,26.0,26.0
6233,ACTIVE,832,O,1501,1599,N,RIDGEWAY,AVE,,N,26.0,26.0
10728,RESCINDED,2026,O,3801,3899,W,VAN BUREN,ST,,N,28.0,28.0
8308,RESCINDED,1757,O,3001,3045,W,21ST,PL,,N,24.0,24.0
135,ACTIVE,14,O,7401,7407,W,ARDMORE,AVE,,N,41.0,41.0
10743,RESCINDED,2026,E,3800,3898,W,VAN BUREN,ST,,N,28.0,28.0
3286,ACTIVE,838,E,2800,2898,N,TRIPP,AVE,,N,31.0,31.0
12081,ACTIVE,2146,O,5701,5799,N,WEST CIRCLE,AVE,,N,41.0,41.0
12082,ACTIVE,2146,E,5700,5798,N,WEST CIRCLE,AVE,,N,41.0,41.0
4576,ACTIVE,143,O,841,855,W,DICKENS,AVE,,N,43.0,43.0
12104,ACTIVE,80,O,901,909,S,LEAVITT,ST,,N,28.0,28.0
6629,ACTIVE,1357,O,9301,9399,S,NORMAL,AVE,,N,21.0,21.0
537,ACTIVE,650,E,4632,4632,W,62ND,ST,,N,13.0,13.0
12101,ACTIVE,2166,E,6414,6458,N,ROCKWELL,ST,,N,50.0,50.0
12102,ACTIVE,2166,O,6427,6453,N,ROCKWELL,ST,,N,50.0,50.0
43,ACTIVE,142,E,1720,1720,N,CLARK,ST,,Y,43.0,43.0
4311,ACTIVE,168,E,700,798,N,WOLCOTT,AVE,,N,1.0,1.0
2774,ACTIVE,1234,E,4400,4498,S,TROY,ST,,N,14.0,14.0
6883,ACTIVE,649,E,1900,1998,E,93RD,ST,,N,8.0,8.0
5396,ACTIVE,1479,O,4201,4259,S,WASHTENAW,AVE,,N,15.0,15.0
6997,ACTIVE,154,O,1701,1799,W,ELLEN,ST,,N,,1.0
5171,ACTIVE,817,O,801,899,N,WASHTENAW,AVE,,N,26.0,26.0
5393,ACTIVE,1479,E,4200,4258,S,WASHTENAW,AVE,,N,15.0,15.0
5053,RESCINDED,564,O,2401,2499,S,WASHTENAW,AVE,,N,12.0,12.0
2643,ACTIVE,737,E,2800,2898,N,KEATING,AVE,,N,31.0,31.0
240,RESCINDED,64,E,700,724,W,87TH,ST,,N,21.0,21.0
12382,ACTIVE,1490,O,4631,4633,W,BARRY,AVE,,N,31.0,31.0
4548,ACTIVE,1450,E,3400,3498,W,ARTHINGTON,ST,,N,24.0,24.0
12648,ACTIVE,2295,E,2200,2298,W,21ST,PL,,N,25.0,25.0
3106,ACTIVE,168,E,900,1000,N,PAULINA,ST,,N,1.0,1.0
4377,ACTIVE,383,E,3700,3798,N,BOSWORTH,AVE,,N,44.0,44.0
1477,ACTIVE,77,O,7801,7853,S,CARPENTER,ST,,N,17.0,17.0
12710,ACTIVE,143,E,420,458,W,ROSLYN,PL,,N,43.0,43.0
12256,ACTIVE,2198,O,5515,5557,S,ST LOUIS,AVE,,N,14.0,14.0
3084,ACTIVE,944,O,1401,1455,N,PARKSIDE,AVE,,N,29.0,29.0
3586,ACTIVE,383,E,3700,3798,N,WILTON,AVE,,N,44.0,44.0
1233,ACTIVE,1050,E,7700,7756,S,EAST END,AVE,,N,8.0,8.0
4205,ACTIVE,638,O,3501,3599,W,CARROLL,AVE,,N,28.0,28.0
773,ACTIVE,1,E,3508,3558,W,BRYN MAWR,AVE,,N,39.0,39.0
6397,ACTIVE,135,O,1901,1999,E,82ND,ST,,N,8.0,8.0
3390,ACTIVE,65,O,1655,1733,W,ROSEHILL,DR,,N,40.0,40.0
12404,ACTIVE,2217,E,2400,2456,S,SACRAMENTO,AVE,,N,12.0,12.0
2337,ACTIVE,200,E,2208,2254,W,OHIO,ST,,N,26.0,26.0
11581,ACTIVE,2113,E,5514,5558,S,HOMAN,AVE,,N,14.0,14.0
3470,RESCINDED,1390,E,2110,2148,W,82ND,PL,,N,18.0,18.0
12421,ACTIVE,2236,O,6007,6023,W,WRIGHTWOOD,AVE,,N,30.0,30.0
203,ACTIVE,1234,O,3101,3199,W,44TH,ST,,N,14.0,14.0
12423,ACTIVE,2239,E,4000,4098,N,KOSTNER,AVE,,N,45.0,45.0
903,ACTIVE,143,O,705,723,W,BELDEN,AVE,,N,43.0,43.0
1224,ACTIVE,257,E,6300,6322,N,DRAKE,AVE,,N,50.0,50.0
1269,ACTIVE,1292,E,6100,6198,S,ELLIS,AVE,,N,20.0,20.0
2217,ACTIVE,345,E,6000,6098,S,KILBOURN,AVE,,N,13.0,13.0
12425,ACTIVE,1856,E,5514,5558,S,CHRISTIANA,AVE,,N,14.0,14.0
2983,ACTIVE,759,O,2605,2659,W,THOMAS,ST,,N,1.0,1.0
5226,ACTIVE,196,E,9000,9098,S,HARPER,AVE,,N,8.0,8.0
12430,ACTIVE,2234,E,4510,4538,W,HARRISON,ST,,N,28.0,28.0
6826,ACTIVE,796,O,2301,2353,W,18TH,PL,,N,25.0,25.0
2357,ACTIVE,22,E,5500,5528,N,NOTTINGHAM,AVE,,N,41.0,41.0
7682,ACTIVE,1639,O,5801,5847,W,WALTON,ST,,N,29.0,29.0
669,ACTIVE,61,E,5300,5358,N,BERNARD,ST,,N,39.0,39.0
8211,ACTIVE,149,E,5904,5960,W,WEST END,AVE,,N,29.0,29.0
5544,ACTIVE,19,O,901,927,S,MONITOR,AVE,,N,29.0,29.0
1208,ACTIVE,383,E,3000,3098,N,HALSTED,ST,,Y,44.0,44.0
4867,RESCINDED,109,E,2206,2258,W,CERMAK,RD,,N,25.0,25.0
3203,RESCINDED,533,E,6000,6098,N,ST LOUIS,AVE,,N,50.0,50.0
2751,ACTIVE,102,E,2112,2144,N,MAPLEWOOD,AVE,,N,1.0,1.0
11582,ACTIVE,2113,O,5515,5559,S,HOMAN,AVE,,N,14.0,14.0
195,ACTIVE,19,O,501,599,N,AUSTIN,BLVD,,N,29.0,29.0
2995,ACTIVE,383,E,1000,1098,W,WELLINGTON,AVE,,N,44.0,44.0
8185,ACTIVE,1689,O,1901,1999,N,HAMLIN,AVE,,N,26.0,26.0
12433,ACTIVE,2229,E,3000,3098,W,FLOURNOY,ST,,N,28.0,28.0
6718,ACTIVE,95,E,2800,2898,N,SPAULDING,AVE,,N,35.0,35.0
1170,ACTIVE,759,O,2601,2699,W,HADDON,AVE,,N,1.0,1.0
5281,ACTIVE,25,O,9601,9699,S,LA SALLE,ST,,N,21.0,21.0
13602,ACTIVE,102,E,1800,1898,N,WILMOT,AVE,,Y,32.0,32.0
2505,RESCINDED,132,O,2839,2839,W,MONTROSE,AVE,,N,33.0,33.0
12561,ACTIVE,2253,O,1715,1741,N,SPAULDING,AVE,,N,26.0,26.0
2470,ACTIVE,1284,E,1200,1298,N,MONITOR,AVE,,N,29.0,29.0
12409,ACTIVE,2223,E,2300,2398,W,50TH,PL,,N,15.0,15.0
1795,ACTIVE,213,E,1702,1756,N,MCVICKER,AVE,,N,29.0,29.0
1922,RESCINDED,493,E,13100,13158,S,HOUSTON,AVE,,N,10.0,10.0
6692,ACTIVE,383,E,3100,3198,N,HUDSON,AVE,,Y,44.0,44.0
12427,ACTIVE,2230,E,2900,2922,W,POPE JOHN PAUL II,DR,,N,15.0,15.0
7476,ACTIVE,383,O,3301,3399,N,SOUTHPORT,AVE,,Y,44.0,44.0
3141,ACTIVE,95,O,2801,2899,N,SPAULDING,AVE,,N,35.0,35.0
12431,ACTIVE,168,O,901,999,N,PAULINA,ST,,N,1.0,1.0
12410,ACTIVE,2223,O,2301,2399,W,50TH,PL,,N,15.0,15.0
5744,ACTIVE,1090,O,1001,1099,N,PARKSIDE,AVE,,N,29.0,29.0
8265,ACTIVE,636,E,3700,3752,W,ROSCOE,ST,,N,30.0,30.0
12406,ACTIVE,2226,O,4501,4599,S,ROCKWELL,ST,,N,15.0,15.0
12418,ACTIVE,2237,O,3003,3107,N,HAUSSEN,CT,,N,30.0,30.0
4655,ACTIVE,67,O,8701,8709,W,EVELYN,LN,,N,41.0,41.0
12412,ACTIVE,2225,O,2901,2921,W,43RD,ST,,N,15.0,15.0
1503,ACTIVE,98,O,707,755,E,103RD,PL,,N,9.0,9.0
571,ACTIVE,6,E,3900,3934,W,75TH,PL,,N,18.0,18.0
4978,ACTIVE,1355,O,2701,2799,W,IOWA,ST,,N,26.0,26.0
12884,ACTIVE,2284,O,4801,4899,W,WELLINGTON,AVE,,N,31.0,31.0
13261,ACTIVE,2347,E,18,34,E,83RD,ST,,N,6.0,6.0
12413,ACTIVE,2166,O,6501,6559,N,ROCKWELL,ST,,N,50.0,50.0
2608,ACTIVE,383,E,3600,3698,N,JANSSEN,AVE,,N,44.0,44.0
1993,ACTIVE,92,E,2118,2122,W,LAWRENCE,AVE,,N,47.0,47.0
6498,ACTIVE,103,E,3404,3440,W,SCHOOL,ST,,N,35.0,35.0
1510,ACTIVE,942,O,301,399,W,108TH,ST,,Y,34.0,34.0
12405,ACTIVE,2226,E,4500,4598,S,ROCKWELL,ST,,N,15.0,15.0
3621,ACTIVE,95,E,2900,2998,N,SPAULDING,AVE,,N,35.0,35.0
3690,ACTIVE,802,E,4300,4398,W,SCHUBERT,AVE,,N,31.0,31.0
1019,ACTIVE,1012,O,2001,2057,W,17TH,ST,,N,25.0,25.0
2992,ACTIVE,383,E,700,798,W,WELLINGTON,AVE,,N,44.0,44.0
4197,ACTIVE,102,O,1501,1599,N,CLAREMONT,AVE,,N,1.0,1.0
7911,RESCINDED,921,E,1578,1584,N,CLYBOURN,AVE,,Y,2.0,2.0
2814,ACTIVE,8,O,6753,6759,N,OSHKOSH,AVE,,N,41.0,41.0
7975,ACTIVE,383,O,3915,3953,N,SOUTHPORT,AVE,,Y,47.0,47.0
7783,RESCINDED,921,E,840,840,W,BLACKHAWK,ST,,Y,2.0,2.0
8137,RESCINDED,921,E,1522,1536,N,HALSTED,ST,,Y,2.0,2.0
1881,ACTIVE,65,E,5608,5614,N,HERMITAGE,AVE,,N,40.0,40.0
519,ACTIVE,352,E,3900,3958,W,57TH,ST,,N,13.0,13.0
5797,ACTIVE,787,O,11101,11199,S,UNION,AVE,,N,34.0,34.0
7643,ACTIVE,49,O,6041,6045,N,NETTLETON,AVE,,N,41.0,41.0
13263,ACTIVE,2347,O,8201,8259,S,WABASH,AVE,,N,6.0,6.0
2,ACTIVE,109,O,1901,1959,W,22ND,PL,,N,25.0,25.0
12417,ACTIVE,2237,E,3002,3106,N,HAUSSEN,CT,,N,30.0,30.0
8138,RESCINDED,921,O,1523,1535,N,HALSTED,ST,,Y,27.0,27.0
7938,ACTIVE,142,O,511,511,W,MENOMONEE,ST,,Y,43.0,43.0
1814,ACTIVE,1378,O,2601,2699,W,37TH,PL,,N,12.0,12.0
2796,ACTIVE,143,E,2606,2682,N,ORCHARD,ST,,N,43.0,43.0
12416,ACTIVE,2236,E,6006,6024,W,WRIGHTWOOD,AVE,,N,30.0,30.0
2705,ACTIVE,341,O,4215,4259,N,NARRAGANSETT,AVE,,Y,38.0,38.0
5586,RESCINDED,29,E,5340,5360,S,MEADE,AVE,,N,23.0,23.0
627,ACTIVE,827,E,800,898,W,BELLE PLAINE,AVE,,Y,46.0,46.0
6992,ACTIVE,1518,E,5400,5440,S,HAMLIN,AVE,,N,23.0,23.0
12422,ACTIVE,2232,E,2900,2998,N,MCVICKER,AVE,,N,30.0,30.0
7782,ACTIVE,18,E,4634,4666,W,60TH,ST,,N,13.0,13.0
11282,RESCINDED,2071,E,9900,9998,S,HOXIE,AVE,,N,7.0,7.0
146,ACTIVE,143,E,500,558,W,ARMITAGE,AVE,,N,43.0,43.0
5714,ACTIVE,65,O,1743,1777,W,OLIVE,AVE,,N,40.0,40.0
4214,ACTIVE,257,O,6301,6341,N,CENTRAL PARK,AVE,,N,50.0,50.0
11624,RESCINDED,1272,E,2100,2198,N,DRAKE,AVE,,N,35.0,35.0
6800,ACTIVE,383,O,1501,1599,W,SCHOOL,ST,,N,44.0,44.0
12432,ACTIVE,2229,O,3001,3099,W,FLOURNOY,ST,,N,28.0,28.0
1103,RESCINDED,1272,E,2200,2230,N,DRAKE,AVE,,N,35.0,35.0
12434,ACTIVE,1490,E,4632,4638,W,BARRY,AVE,,N,31.0,31.0
13599,ACTIVE,102,O,2201,2259,W,HOMER,ST,,Y,32.0,32.0
12415,ACTIVE,2166,E,6500,6558,N,ROCKWELL,ST,,N,50.0,50.0
6512,ACTIVE,142,O,1901,1953,N,HUDSON,AVE,,N,43.0,43.0
3805,ACTIVE,136,O,2435,2457,S,PULASKI,RD,,Y,22.0,22.0
3056,ACTIVE,12,E,9230,9260,S,VANDERPOEL,AVE,,N,19.0,19.0
8293,ACTIVE,95,E,3334,3398,W,BARRY,AVE,,N,35.0,35.0
3179,ACTIVE,34,E,4600,4698,S,SPRINGFIELD,AVE,,N,14.0,14.0
6640,ACTIVE,143,O,2701,2749,N,WILTON,AVE,,N,43.0,43.0
4704,ACTIVE,219,O,5003,5055,N,ALBANY,AVE,,N,33.0,33.0
892,ACTIVE,1241,E,5100,5198,W,BARRY,AVE,,N,30.0,30.0
5703,ACTIVE,632,O,4701,4799,W,OHIO,ST,,N,28.0,28.0
12741,ACTIVE,2298,O,2505,2543,W,CARMEN,AVE,,N,40.0,40.0
4813,ACTIVE,143,O,601,715,W,ARMITAGE,AVE,,Y,43.0,43.0
11281,RESCINDED,2071,O,9901,9999,S,HOXIE,AVE,,N,7.0,7.0
3205,ACTIVE,142,E,1700,1798,N,ST MICHAELS,CT,,N,43.0,43.0
12428,ACTIVE,2233,E,5500,5598,S,FAIRFIELD,AVE,,N,15.0,15.0
6496,ACTIVE,93,O,2043,2099,W,104TH,ST,,N,19.0,19.0
3830,ACTIVE,383,O,601,699,W,WAVELAND,AVE,,Y,46.0,46.0
12742,ACTIVE,2298,E,2518,2550,W,CARMEN,AVE,,N,40.0,40.0
6719,ACTIVE,95,O,2901,2999,N,SPAULDING,AVE,,N,35.0,35.0
1798,ACTIVE,341,E,4000,4060,N,MCVICKER,AVE,,N,38.0,38.0
3334,ACTIVE,1089,E,824,880,N,RICHMOND,ST,,N,26.0,26.0
12426,ACTIVE,1856,O,5515,5559,S,CHRISTIANA,AVE,,N,14.0,14.0
2365,ACTIVE,383,O,401,499,W,OAKDALE,AVE,,Y,44.0,44.0
12424,ACTIVE,2239,O,4001,4099,N,KOSTNER,AVE,,N,45.0,45.0
1835,ACTIVE,56,E,1100,1134,W,LOYOLA,AVE,,N,49.0,49.0
1595,ACTIVE,133,E,5400,5458,W,DAKIN,ST,,N,38.0,38.0
3531,ACTIVE,383,E,1300,1398,W,NEWPORT,AVE,,N,44.0,44.0
12429,ACTIVE,2233,O,5501,5599,S,FAIRFIELD,AVE,,N,15.0,15.0
4307,ACTIVE,142,E,500,508,W,WISCONSIN,ST,,N,43.0,43.0
12569,ACTIVE,2245,O,2201,2299,W,CULLERTON,ST,,N,25.0,25.0
871,ACTIVE,509,O,2017,2055,W,BALMORAL,AVE,,N,40.0,40.0
12567,ACTIVE,2246,O,1901,1999,S,LEAVITT,ST,,N,25.0,25.0
12574,ACTIVE,2244,E,1400,1498,W,16TH,ST,,N,28.0,28.0
12565,ACTIVE,2236,E,2556,2556,N,AUSTIN,AVE,,N,30.0,30.0
5830,ACTIVE,8,E,6616,6652,N,OTTAWA,AVE,,N,41.0,41.0
6074,ACTIVE,115,O,6301,6399,S,NASHVILLE,AVE,,N,23.0,23.0
12568,ACTIVE,2245,E,2200,2298,W,CULLERTON,ST,,N,25.0,25.0
6191,ACTIVE,160,O,7901,7929,S,OAKLEY,AVE,,N,18.0,18.0
2623,RESCINDED,131,E,8000,8058,S,JUSTINE,ST,,N,21.0,21.0
11623,RESCINDED,1272,O,2101,2199,N,DRAKE,AVE,,N,35.0,35.0
13061,ACTIVE,2341,O,7001,7059,W,64TH,PL,,N,23.0,23.0
12564,ACTIVE,2236,E,2600,2600,N,AUSTIN,AVE,,N,30.0,30.0
7554,ACTIVE,77,E,8000,8098,S,GREEN,ST,,N,21.0,21.0
8328,ACTIVE,43,E,2514,2534,W,FARRAGUT,AVE,,N,40.0,40.0
8219,ACTIVE,62,O,4801,4899,N,HERMITAGE,AVE,,N,47.0,47.0
6034,RESCINDED,729,O,4701,4799,W,VAN BUREN,ST,,N,24.0,24.0
8651,ACTIVE,1805,O,3001,3099,N,HAMLIN,AVE,,N,30.0,30.0
12570,ACTIVE,2243,O,1101,1199,W,19TH,PL,,N,25.0,25.0
12572,ACTIVE,2242,E,1600,1698,W,CULLERTON,ST,,N,25.0,25.0
12571,ACTIVE,2243,E,1100,1198,W,19TH,PL,,N,25.0,25.0
4973,ACTIVE,917,O,6501,6599,N,HOYNE,AVE,,N,50.0,50.0
3212,ACTIVE,448,E,6200,6298,N,MAPLEWOOD,AVE,,N,50.0,50.0
5407,ACTIVE,1487,O,3301,3359,N,HAMLIN,AVE,,N,30.0,30.0
6686,ACTIVE,143,E,2000,2076,N,LINCOLN PARK WEST,,,Y,43.0,43.0
7886,ACTIVE,960,E,3600,3660,N,WESTERN,AVE,,Y,47.0,47.0
8374,ACTIVE,1772,E,6600,6698,S,KEELER,AVE,,N,13.0,13.0
795,ACTIVE,143,E,2408,2466,N,BURLING,ST,,N,43.0,43.0
6614,ACTIVE,5,O,1101,1199,S,MAY,ST,,N,25.0,25.0
6445,ACTIVE,154,O,1801,1827,W,CORTLAND,ST,,Y,32.0,32.0
7094,ACTIVE,328,O,3801,3859,W,79TH,ST,,N,18.0,18.0
5038,ACTIVE,999,O,2901,2959,W,WALTON,ST,,N,26.0,26.0
5083,ACTIVE,64,O,7915,7959,S,WENTWORTH,AVE,,N,17.0,17.0
7854,ACTIVE,143,O,2301,2375,N,LINCOLN PARK WEST,,,Y,43.0,43.0
6205,ACTIVE,168,O,1701,1799,W,PEARSON,ST,,N,1.0,1.0
2480,ACTIVE,22,E,5400,5430,N,MONT CLARE,AVE,,N,41.0,41.0
3037,ACTIVE,252,E,4600,4698,S,TROY,ST,,N,14.0,14.0
2811,ACTIVE,143,E,2000,2046,N,ORLEANS,ST,,N,43.0,43.0
8199,ACTIVE,143,O,2001,2075,N,LINCOLN PARK WEST,,,Y,43.0,43.0
3788,ACTIVE,56,O,1321,1321,W,PRATT,BLVD,,N,49.0,49.0
1070,ACTIVE,143,E,600,620,W,DICKENS,AVE,,N,43.0,43.0
2846,ACTIVE,19,E,5840,5858,W,NORTH,AVE,,Y,29.0,29.0
6856,ACTIVE,1414,O,2401,2441,E,74TH,ST,,N,7.0,7.0
368,ACTIVE,143,E,1000,1058,W,ALTGELD,ST,,N,43.0,43.0
7836,ACTIVE,143,E,2100,2176,N,LINCOLN PARK WEST,,,Y,43.0,43.0
4666,RESCINDED,1464,O,8001,8099,S,GREEN,ST,,N,21.0,21.0
7354,ACTIVE,1586,E,5500,5598,S,MOZART,ST,,N,16.0,16.0
864,ACTIVE,34,E,4700,4798,S,AVERS,AVE,,N,14.0,14.0
7550,ACTIVE,154,O,2011,2057,W,PIERCE,AVE,,N,1.0,1.0
7790,ACTIVE,1682,E,1500,1598,E,83RD,PL,,N,8.0,8.0
799,ACTIVE,154,E,1700,1798,W,NORTH,AVE,,Y,32.0,32.0
4018,ACTIVE,142,E,1800,1898,N,LINCOLN PARK WEST,,,N,43.0,43.0
4045,ACTIVE,143,E,700,748,W,WRIGHTWOOD,AVE,,Y,43.0,43.0
3305,ACTIVE,383,E,2900,2998,N,RACINE,AVE,,Y,32.0,32.0
2862,ACTIVE,56,E,1212,1264,W,NORTH SHORE,AVE,,N,49.0,49.0
6937,ACTIVE,142,O,1901,1959,N,LINCOLN PARK WEST,,,Y,43.0,43.0
2256,ACTIVE,887,E,5500,5598,S,KOLMAR,AVE,,N,13.0,13.0
7237,ACTIVE,378,E,2454,2460,W,38TH,ST,,N,12.0,12.0
4268,ACTIVE,142,E,1900,1960,N,LINCOLN PARK WEST,,,Y,43.0,43.0
4147,ACTIVE,1190,O,4701,4799,W,CORNELIA,AVE,,N,30.0,30.0
3818,ACTIVE,163,E,5900,5946,N,WASHTENAW,AVE,,N,40.0,40.0
6936,ACTIVE,142,O,1801,1899,N,LINCOLN PARK WEST,,,N,43.0,43.0
5488,ACTIVE,19,O,5905,5965,W,IOWA,ST,,N,29.0,29.0
868,ACTIVE,49,E,5752,5772,N,AVONDALE,AVE,,N,41.0,41.0
415,ACTIVE,1285,O,7901,7999,S,CHRISTIANA,AVE,,N,18.0,18.0
8383,ACTIVE,383,O,901,999,W,WELLINGTON,AVE,,Y,44.0,44.0
3725,ACTIVE,383,E,3700,3798,N,SEMINARY,AVE,,N,44.0,44.0
7776,ACTIVE,143,O,2201,2275,N,LINCOLN PARK WEST,,,Y,43.0,43.0
1768,ACTIVE,143,E,2200,2276,N,LINCOLN PARK WEST,,,Y,43.0,43.0
6840,ACTIVE,265,O,4015,4035,W,25TH,PL,,N,22.0,22.0
4304,ACTIVE,56,E,6560,6576,N,WINTHROP,AVE,,N,49.0,49.0
1769,ACTIVE,143,E,2300,2374,N,LINCOLN PARK WEST,,,Y,43.0,43.0
7837,ACTIVE,143,O,2101,2175,N,LINCOLN PARK WEST,,,Y,43.0,43.0
619,ACTIVE,1125,E,10200,10298,S,AVENUE J,,,N,10.0,10.0
12447,ACTIVE,2241,O,4901,4999,W,DRUMMOND,PL,,N,31.0,31.0
1035,ACTIVE,109,E,1802,1852,W,22ND,PL,,N,25.0,25.0
12762,ACTIVE,2303,O,4401,4459,S,SACRAMENTO,AVE,,N,15.0,15.0
6449,ACTIVE,357,E,5100,5104,S,HERMITAGE,AVE,,N,16.0,16.0
7115,ACTIVE,62,O,1901,1925,W,LELAND,AVE,,N,47.0,47.0
907,ACTIVE,383,E,500,598,W,BARRY,AVE,,Y,44.0,44.0
3357,ACTIVE,778,E,700,798,N,ROCKWELL,ST,,N,26.0,26.0
8291,ACTIVE,1752,O,10759,10759,S,HOMAN,AVE,,N,19.0,19.0
6269,ACTIVE,124,O,2345,2365,N,RUTHERFORD,AVE,,N,36.0,36.0
3347,ACTIVE,1009,E,434,458,N,RIDGEWAY,AVE,,N,27.0,27.0
3537,ACTIVE,383,E,1300,1398,W,EDDY,ST,,N,44.0,44.0
1479,ACTIVE,281,E,3000,3050,W,CATALPA,AVE,,N,40.0,40.0
6321,ACTIVE,95,E,2800,2898,N,SAWYER,AVE,,N,35.0,35.0
7358,ACTIVE,1591,O,3509,3531,S,DEARBORN,ST,,N,3.0,3.0
8606,ACTIVE,1800,O,4801,4899,S,HARDING,AVE,,N,14.0,14.0
12764,ACTIVE,2302,O,1001,1099,N,RIDGEWAY,AVE,,N,27.0,27.0
12449,ACTIVE,2240,E,2900,2998,N,KILPATRICK,AVE,,N,31.0,31.0
6600,ACTIVE,621,E,4800,4898,S,MARSHFIELD,AVE,,N,20.0,20.0
1165,ACTIVE,204,E,1600,1698,W,HADDON,AVE,,N,1.0,1.0
12942,ACTIVE,2319,O,6101,6133,S,GREEN,ST,,N,16.0,16.0
12452,ACTIVE,2249,E,2200,2208,N,MERRIMAC,AVE,,N,36.0,36.0
6320,ACTIVE,95,O,2801,2899,N,SAWYER,AVE,,N,35.0,35.0
1204,ACTIVE,383,O,3201,3399,N,SHEFFIELD,AVE,,Y,44.0,44.0
12443,ACTIVE,2166,E,6500,6598,N,CAMPBELL,AVE,,N,50.0,50.0
5079,ACTIVE,1188,O,4101,4199,W,WELLINGTON,AVE,,N,31.0,31.0
5742,ACTIVE,873,O,4401,4453,W,PARKER,AVE,,N,31.0,31.0
319,ACTIVE,383,O,1401,1499,W,ADDISON,ST,,Y,44.0,44.0
12444,ACTIVE,2166,O,6501,6599,N,CAMPBELL,AVE,,N,50.0,50.0
12245,ACTIVE,2206,E,1800,1828,W,81ST,ST,,N,17.0,17.0
5450,ACTIVE,383,O,1001,1099,W,GEORGE,ST,,N,44.0,44.0
4549,ACTIVE,1055,O,1407,1427,N,BURLING,ST,,N,27.0,27.0
12403,ACTIVE,2228,O,7715,7749,W,PATTERSON,AVE,,N,38.0,38.0
3609,ACTIVE,1428,E,2600,2658,W,25TH,ST,,N,12.0,12.0
5664,ACTIVE,157,E,2802,2884,S,THROOP,ST,,N,11.0,11.0
4317,ACTIVE,1136,E,1900,1932,S,WOLCOTT,AVE,,N,25.0,25.0
3324,ACTIVE,5,O,1003,1039,S,RACINE,AVE,,N,25.0,25.0
3606,ACTIVE,168,E,2000,2098,W,SUPERIOR,ST,,N,1.0,1.0
12255,ACTIVE,2206,O,1801,1829,W,81ST,ST,,N,17.0,17.0
13161,ACTIVE,2343,E,3314,3324,S,WOOD,ST,,N,12.0,12.0
12451,ACTIVE,2247,E,1300,1336,S,CLAREMONT,AVE,,N,28.0,28.0
12573,ACTIVE,2242,O,1601,1699,W,CULLERTON,ST,,N,25.0,25.0
6898,ACTIVE,112,O,9431,9459,S,SANGAMON,ST,,N,21.0,21.0
7393,ACTIVE,168,E,814,838,N,PAULINA,ST,,N,1.0,1.0
11750,ACTIVE,102,O,2301,2399,N,CAMPBELL,AVE,,N,1.0,1.0
12448,ACTIVE,2241,E,4900,4998,W,DRUMMOND,PL,,N,31.0,31.0
5433,ACTIVE,34,O,4601,4699,S,HARDING,AVE,,N,14.0,14.0
3307,ACTIVE,383,E,3000,3098,N,RACINE,AVE,,Y,32.0,32.0
12761,ACTIVE,2302,E,1000,1098,N,RIDGEWAY,AVE,,N,27.0,27.0
4256,ACTIVE,62,E,1700,1798,W,LELAND,AVE,,N,47.0,47.0
1283,ACTIVE,1189,E,400,498,W,ERIE,ST,,N,42.0,42.0
3634,ACTIVE,1075,E,7400,7498,S,WABASH,AVE,,N,6.0,6.0
7171,ACTIVE,383,E,3300,3398,N,SEMINARY,AVE,,N,44.0,44.0
